private,public,position,round,action,bet_size,pot,win,win_prob,ev
J,None,SB,preflop,raise,2,4,0,0.47250000000000003,1.78
Q,K,BB,flop,call,1,4,1,0.48,1.88
Q,None,BB,preflop,check,0,5,1,0.5,2.5
J,None,SB,preflop,call,2,8,0,0.45,3.4
K,None,BB,preflop,fold,0,9,1,0.5335,4.8015
J,None,SB,preflop,check,0,7,1,0.45,3.15
Q,None,SB,preflop,check,0,7,0,0.5,3.5
J,None,BB,preflop,check,0,6,1,0.45,2.7
Q,Q,SB,flop,check,0,9,1,0.8,7.2
K,None,SB,preflop,check,0,5,1,0.55,2.75
J,None,BB,preflop,check,0,5,0,0.45,2.25
J,None,BB,preflop,raise,2,3,1,0.47250000000000003,1.3075000000000003
J,None,SB,preflop,raise,4,4,1,0.47250000000000003,1.6700000000000004
K,None,BB,preflop,raise,2,7,0,0.5775000000000001,4.352500000000002
K,None,SB,preflop,check,0,5,0,0.55,2.75
Q,None,SB,preflop,fold,0,7,1,0.485,3.395
K,Q,BB,flop,fold,0,6,1,0.582,3.492
K,None,BB,preflop,fold,0,3,0,0.5335,1.6004999999999998
Q,None,SB,preflop,raise,2,9,1,0.525,4.825
K,K,SB,flop,call,2,7,1,0.8,6.800000000000001
J,J,BB,flop,call,2,6,1,0.8,6.0
K,J,SB,flop,check,0,6,0,0.62,3.7199999999999998
J,K,SB,flop,call,1,8,0,0.38,2.8
Q,None,BB,preflop,call,1,6,1,0.5,3.0
Q,K,BB,flop,call,1,2,0,0.48,0.9199999999999999
J,None,SB,preflop,raise,4,3,1,0.47250000000000003,1.1975000000000002
Q,None,BB,preflop,call,2,2,0,0.5,1.0
J,K,SB,flop,check,0,3,0,0.38,1.1400000000000001
Q,None,SB,preflop,fold,0,3,0,0.485,1.455
Q,None,SB,preflop,fold,0,7,0,0.485,3.395
Q,None,BB,preflop,check,0,4,1,0.5,2.0
J,None,SB,preflop,check,0,7,1,0.45,3.15
K,None,BB,preflop,check,0,4,0,0.55,2.2
J,None,SB,preflop,call,1,6,0,0.45,2.5999999999999996
K,None,BB,preflop,check,0,9,0,0.55,4.95
K,None,SB,preflop,raise,4,2,0,0.5775000000000001,1.7750000000000012
K,None,SB,preflop,raise,2,2,1,0.5775000000000001,1.4650000000000007
Q,None,SB,preflop,call,1,8,0,0.5,4.0
K,J,BB,flop,raise,1,6,0,0.651,4.208
J,None,SB,preflop,check,0,6,1,0.45,2.7
J,K,SB,flop,raise,1,2,0,0.399,0.5960000000000001
J,Q,BB,flop,check,0,4,0,0.4,1.6
J,None,BB,preflop,check,0,5,1,0.45,2.25
J,None,SB,preflop,raise,2,8,1,0.47250000000000003,3.670000000000001
K,None,BB,preflop,call,2,6,0,0.55,3.5000000000000004
J,J,BB,flop,raise,1,9,1,0.8400000000000001,8.24
Q,None,SB,preflop,raise,1,3,0,0.525,1.625
J,None,SB,preflop,raise,4,3,1,0.47250000000000003,1.1975000000000002
J,J,SB,flop,raise,4,2,1,0.8400000000000001,4.400000000000001
Q,Q,BB,flop,raise,2,7,1,0.8400000000000001,7.24
J,K,SB,flop,raise,2,6,1,0.399,1.9900000000000002
Q,K,SB,flop,check,0,3,1,0.48,1.44
Q,None,SB,preflop,call,1,2,1,0.5,1.0
K,J,BB,flop,raise,3,6,0,0.651,4.812
K,None,BB,preflop,check,0,2,1,0.55,1.1
Q,None,BB,preflop,raise,2,8,0,0.525,4.3
J,None,SB,preflop,fold,0,7,1,0.4365,3.0555
K,None,BB,preflop,fold,0,7,0,0.5335,3.7344999999999997
Q,None,SB,preflop,check,0,4,0,0.5,2.0
Q,None,SB,preflop,raise,4,9,1,0.525,4.925000000000001
K,None,SB,preflop,call,2,2,0,0.55,1.3000000000000003
K,None,BB,preflop,fold,0,9,1,0.5335,4.8015
Q,None,BB,preflop,fold,0,9,1,0.485,4.365
K,None,BB,preflop,raise,4,7,1,0.5775000000000001,4.662500000000001
Q,K,BB,flop,call,2,5,0,0.48,2.32
Q,K,BB,flop,raise,3,2,1,0.504,1.032
K,None,SB,preflop,call,1,4,0,0.55,2.3
Q,None,SB,preflop,check,0,9,0,0.5,4.5
Q,None,BB,preflop,raise,2,4,1,0.525,2.2
K,K,SB,flop,raise,2,9,1,0.8400000000000001,8.92
Q,J,BB,flop,check,0,7,0,0.52,3.64
K,Q,BB,flop,check,0,3,1,0.6,1.7999999999999998
Q,None,SB,preflop,call,2,5,1,0.5,2.5
J,None,SB,preflop,check,0,9,0,0.45,4.05
K,None,SB,preflop,raise,2,3,0,0.5775000000000001,2.042500000000001
J,J,SB,flop,call,1,9,1,0.8,7.8
K,J,SB,flop,raise,3,6,1,0.651,4.812
K,None,BB,preflop,check,0,5,0,0.55,2.75
J,K,SB,flop,raise,3,2,1,0.399,0.19200000000000017
K,None,SB,preflop,raise,4,6,1,0.5775000000000001,4.085000000000002
K,K,SB,flop,raise,2,2,1,0.8400000000000001,3.0400000000000005
J,None,BB,preflop,call,1,5,0,0.45,2.1500000000000004
J,None,BB,preflop,fold,0,8,1,0.4365,3.492
K,None,SB,preflop,check,0,7,1,0.55,3.8500000000000005
K,K,BB,flop,raise,4,9,1,0.8400000000000001,10.280000000000001
K,Q,SB,flop,check,0,2,0,0.6,1.2
K,J,SB,flop,fold,0,2,0,0.6013999999999999,1.2027999999999999
Q,None,SB,preflop,call,1,8,0,0.5,4.0
Q,Q,BB,flop,raise,2,8,0,0.8400000000000001,8.08
K,None,BB,preflop,raise,1,9,1,0.5775000000000001,5.352500000000001
Q,None,SB,preflop,call,2,4,0,0.5,2.0
J,K,BB,flop,call,1,7,0,0.38,2.42
Q,None,SB,preflop,check,0,8,1,0.5,4.0
K,None,BB,preflop,call,2,4,0,0.55,2.4000000000000004
Q,Q,BB,flop,raise,3,2,0,0.8400000000000001,3.7200000000000006
J,Q,SB,flop,call,2,5,1,0.4,1.6000000000000003
J,None,SB,preflop,check,0,6,1,0.45,2.7
J,None,BB,preflop,check,0,5,0,0.45,2.25
Q,K,BB,flop,raise,1,6,1,0.504,3.032
J,None,BB,preflop,call,1,4,1,0.45,1.7
J,None,BB,preflop,raise,4,8,0,0.47250000000000003,3.56
Q,Q,BB,flop,raise,1,4,1,0.8400000000000001,4.04
K,None,BB,preflop,call,2,7,1,0.55,4.050000000000001
J,None,BB,preflop,fold,0,2,1,0.4365,0.873
K,None,BB,preflop,check,0,8,1,0.55,4.4
K,J,BB,flop,call,2,7,0,0.62,4.82
Q,None,BB,preflop,check,0,6,0,0.5,3.0
K,J,BB,flop,call,1,9,1,0.62,5.82
J,Q,BB,flop,call,2,3,0,0.4,0.8
K,None,BB,preflop,raise,2,6,1,0.5775000000000001,3.7750000000000012
Q,None,SB,preflop,raise,2,7,1,0.525,3.7750000000000004
J,K,BB,flop,call,1,2,0,0.38,0.5200000000000001
Q,None,BB,preflop,check,0,5,1,0.5,2.5
J,None,BB,preflop,fold,0,9,0,0.4365,3.9285
J,Q,BB,flop,raise,1,4,0,0.42000000000000004,1.52
J,None,BB,preflop,check,0,2,1,0.45,0.9
Q,None,BB,preflop,raise,4,6,0,0.525,3.35
Q,J,BB,flop,raise,3,6,0,0.546,3.5520000000000005
Q,None,SB,preflop,fold,0,2,0,0.485,0.97
J,J,SB,flop,fold,0,8,1,0.776,6.208
J,K,BB,flop,raise,1,3,0,0.399,0.9950000000000001
Q,None,BB,preflop,check,0,2,0,0.5,1.0
J,None,SB,preflop,call,1,7,1,0.45,3.05
J,J,BB,flop,fold,0,6,1,0.776,4.656000000000001
Q,None,BB,preflop,fold,0,5,1,0.485,2.425
K,None,BB,preflop,call,2,7,0,0.55,4.050000000000001
K,K,SB,flop,check,0,5,1,0.8,4.0
Q,None,SB,preflop,raise,2,7,1,0.525,3.7750000000000004
K,None,SB,preflop,raise,4,3,1,0.5775000000000001,2.352500000000001
Q,None,SB,preflop,raise,2,6,1,0.525,3.25
J,None,BB,preflop,check,0,7,1,0.45,3.15
K,K,BB,flop,raise,1,7,1,0.8400000000000001,6.5600000000000005
J,Q,SB,flop,call,2,3,1,0.4,0.8
Q,J,SB,flop,raise,2,7,1,0.546,4.006
J,None,SB,preflop,call,2,8,0,0.45,3.4
Q,None,SB,preflop,check,0,6,0,0.5,3.0
J,None,BB,preflop,call,1,6,1,0.45,2.5999999999999996
Q,Q,SB,flop,raise,4,4,1,0.8400000000000001,6.080000000000001
J,None,BB,preflop,raise,2,9,0,0.47250000000000003,4.142500000000001
Q,None,SB,preflop,call,1,8,1,0.5,4.0
J,None,BB,preflop,call,2,8,0,0.45,3.4
Q,None,SB,preflop,call,1,9,0,0.5,4.5
J,None,BB,preflop,check,0,2,0,0.45,0.9
J,None,SB,preflop,check,0,6,0,0.45,2.7
Q,None,BB,preflop,check,0,7,1,0.5,3.5
J,J,BB,flop,fold,0,6,1,0.776,4.656000000000001
Q,None,BB,preflop,call,2,8,0,0.5,4.0
Q,None,BB,preflop,call,2,5,1,0.5,2.5
J,None,BB,preflop,raise,4,5,1,0.47250000000000003,2.1425000000000005
K,None,SB,preflop,call,2,3,1,0.55,1.85
K,Q,SB,flop,raise,1,9,0,0.63,5.93
Q,None,SB,preflop,check,0,2,1,0.5,1.0
K,J,SB,flop,call,1,6,1,0.62,3.96
K,None,BB,preflop,fold,0,6,0,0.5335,3.2009999999999996
K,None,SB,preflop,call,1,7,1,0.55,3.95
J,None,BB,preflop,check,0,3,0,0.45,1.35
K,None,SB,preflop,raise,1,4,0,0.5775000000000001,2.4650000000000007
K,None,SB,preflop,check,0,8,0,0.55,4.4
K,None,BB,preflop,check,0,7,1,0.55,3.8500000000000005
J,K,SB,flop,fold,0,8,0,0.3686,2.9488
K,None,BB,preflop,call,2,9,1,0.55,5.15
J,None,BB,preflop,raise,2,4,0,0.47250000000000003,1.78
J,None,BB,preflop,raise,4,5,1,0.47250000000000003,2.1425000000000005
J,K,BB,flop,call,2,3,0,0.38,0.6599999999999999
K,None,BB,preflop,check,0,7,1,0.55,3.8500000000000005
J,None,SB,preflop,raise,4,6,0,0.47250000000000003,2.6150000000000007
K,None,BB,preflop,call,2,6,1,0.55,3.5000000000000004
Q,K,BB,flop,fold,0,2,1,0.46559999999999996,0.9311999999999999
Q,Q,SB,flop,raise,1,2,1,0.8400000000000001,2.3600000000000003
Q,None,SB,preflop,call,2,8,1,0.5,4.0
Q,J,BB,flop,raise,2,6,0,0.546,3.4600000000000004
J,None,SB,preflop,call,1,5,1,0.45,2.1500000000000004
Q,None,SB,preflop,check,0,3,0,0.5,1.5
J,Q,SB,flop,call,1,6,0,0.4,2.2
K,None,SB,preflop,fold,0,3,0,0.5335,1.6004999999999998
K,None,BB,preflop,raise,1,4,1,0.5775000000000001,2.4650000000000007
J,Q,BB,flop,raise,2,5,1,0.42000000000000004,1.7800000000000005
J,J,SB,flop,call,2,7,0,0.8,6.800000000000001
Q,J,SB,flop,raise,4,2,1,0.546,1.4600000000000004
Q,None,BB,preflop,call,1,8,1,0.5,4.0
K,None,SB,preflop,call,2,3,1,0.55,1.85
K,None,SB,preflop,call,2,3,1,0.55,1.85
Q,Q,BB,flop,raise,3,6,0,0.8400000000000001,7.080000000000001
Q,J,SB,flop,call,2,2,1,0.52,1.12
J,J,SB,flop,raise,4,4,1,0.8400000000000001,6.080000000000001
K,None,SB,preflop,fold,0,7,0,0.5335,3.7344999999999997
Q,K,SB,flop,fold,0,8,0,0.46559999999999996,3.7247999999999997
K,None,SB,preflop,call,1,4,1,0.55,2.3
K,None,BB,preflop,raise,4,2,0,0.5775000000000001,1.7750000000000012
J,None,BB,preflop,check,0,7,1,0.45,3.15
Q,None,BB,preflop,raise,3,4,1,0.525,2.2500000000000004
Q,J,SB,flop,raise,4,3,1,0.546,2.0060000000000002
J,None,BB,preflop,call,2,4,0,0.45,1.6
Q,None,SB,preflop,check,0,6,1,0.5,3.0
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
K,J,BB,flop,raise,3,8,0,0.651,6.114000000000001
J,None,SB,preflop,check,0,4,1,0.45,1.8
J,Q,SB,flop,raise,3,5,1,0.42000000000000004,1.6200000000000006
J,None,BB,preflop,raise,1,4,0,0.47250000000000003,1.8350000000000004
K,None,SB,preflop,check,0,5,1,0.55,2.75
J,K,SB,flop,fold,0,4,1,0.3686,1.4744
K,J,SB,flop,raise,3,2,1,0.651,2.208
J,None,SB,preflop,fold,0,8,1,0.4365,3.492
Q,J,BB,flop,raise,2,9,0,0.546,5.098000000000001
J,None,BB,preflop,call,2,2,0,0.45,0.7
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
K,Q,BB,flop,call,1,3,1,0.6,2.0
Q,None,SB,preflop,raise,3,5,1,0.525,2.7750000000000004
J,None,BB,preflop,fold,0,6,1,0.4365,2.6189999999999998
J,K,BB,flop,raise,3,9,0,0.399,2.9850000000000003
K,None,SB,preflop,check,0,2,1,0.55,1.1
Q,J,SB,flop,raise,4,9,1,0.546,5.282000000000001
K,None,BB,preflop,call,1,6,1,0.55,3.4000000000000004
K,Q,SB,flop,raise,4,2,1,0.63,2.3000000000000003
K,J,BB,flop,raise,1,5,1,0.651,3.5570000000000004
J,None,SB,preflop,check,0,3,0,0.45,1.35
Q,None,SB,preflop,call,1,9,0,0.5,4.5
Q,K,BB,flop,fold,0,6,0,0.46559999999999996,2.7935999999999996
J,None,SB,preflop,raise,2,4,1,0.47250000000000003,1.78
J,K,SB,flop,call,2,6,0,0.38,1.8
K,Q,SB,flop,call,1,2,1,0.6,1.4
J,None,SB,preflop,check,0,3,0,0.45,1.35
K,None,SB,preflop,check,0,3,0,0.55,1.6500000000000001
Q,None,BB,preflop,raise,4,9,0,0.525,4.925000000000001
K,J,BB,flop,raise,4,6,1,0.651,5.114
J,None,SB,preflop,check,0,7,0,0.45,3.15
Q,None,SB,preflop,raise,1,3,1,0.525,1.625
Q,None,SB,preflop,call,2,5,1,0.5,2.5
K,None,SB,preflop,fold,0,5,0,0.5335,2.6675
K,None,SB,preflop,fold,0,3,1,0.5335,1.6004999999999998
J,None,BB,preflop,raise,2,9,0,0.47250000000000003,4.142500000000001
J,None,SB,preflop,check,0,6,1,0.45,2.7
K,None,BB,preflop,call,2,8,1,0.55,4.6
J,None,BB,preflop,call,1,2,0,0.45,0.8
K,J,SB,flop,raise,4,3,0,0.651,3.1610000000000005
K,Q,SB,flop,call,2,9,0,0.6,5.8
Q,None,SB,preflop,call,1,2,0,0.5,1.0
Q,K,BB,flop,raise,2,8,1,0.504,4.048
K,None,BB,preflop,raise,1,3,0,0.5775000000000001,1.8875000000000006
K,None,BB,preflop,call,2,9,1,0.55,5.15
Q,None,SB,preflop,call,1,2,0,0.5,1.0
Q,None,BB,preflop,raise,3,6,1,0.525,3.3000000000000007
J,None,SB,preflop,call,2,8,0,0.45,3.4
Q,J,BB,flop,call,1,5,0,0.52,2.64
Q,Q,SB,flop,raise,1,2,1,0.8400000000000001,2.3600000000000003
Q,K,SB,flop,fold,0,6,0,0.46559999999999996,2.7935999999999996
Q,K,SB,flop,raise,3,9,0,0.504,4.5600000000000005
J,None,BB,preflop,call,1,9,0,0.45,3.95
J,J,SB,flop,check,0,9,1,0.8,7.2
K,None,BB,preflop,raise,1,7,0,0.5775000000000001,4.197500000000002
K,Q,SB,flop,fold,0,5,0,0.582,2.9099999999999997
Q,Q,SB,flop,call,2,6,1,0.8,6.0
Q,J,BB,flop,raise,3,3,1,0.546,1.9140000000000004
J,None,SB,preflop,raise,3,6,1,0.47250000000000003,2.6700000000000004
J,Q,SB,flop,raise,1,4,0,0.42000000000000004,1.52
Q,None,BB,preflop,fold,0,2,1,0.485,0.97
Q,None,BB,preflop,fold,0,3,0,0.485,1.455
Q,None,SB,preflop,call,1,6,0,0.5,3.0
J,None,SB,preflop,check,0,4,0,0.45,1.8
K,K,SB,flop,raise,2,3,1,0.8400000000000001,3.8800000000000003
J,Q,SB,flop,raise,3,2,0,0.42000000000000004,0.3600000000000003
J,K,SB,flop,fold,0,7,1,0.3686,2.5802
K,None,SB,preflop,call,1,8,1,0.55,4.5
K,None,BB,preflop,raise,1,8,1,0.5775000000000001,4.775000000000002
Q,None,BB,preflop,call,2,9,1,0.5,4.5
Q,None,SB,preflop,call,2,6,1,0.5,3.0
K,K,SB,flop,raise,2,6,1,0.8400000000000001,6.4
K,None,BB,preflop,raise,1,7,0,0.5775000000000001,4.197500000000002
K,None,BB,preflop,raise,4,5,0,0.5775000000000001,3.507500000000002
J,J,SB,flop,raise,1,3,1,0.8400000000000001,3.2
K,None,SB,preflop,call,2,8,1,0.55,4.6
Q,J,BB,flop,raise,3,7,0,0.546,4.098000000000001
Q,J,SB,flop,fold,0,4,0,0.5044,2.0176
J,K,BB,flop,raise,4,5,1,0.399,1.1870000000000003
K,None,SB,preflop,raise,4,8,0,0.5775000000000001,5.240000000000002
K,None,SB,preflop,call,2,8,1,0.55,4.6
K,Q,SB,flop,check,0,9,1,0.6,5.3999999999999995
Q,None,SB,preflop,raise,2,3,1,0.525,1.675
K,None,BB,preflop,call,1,3,1,0.55,1.7500000000000002
K,K,SB,flop,call,2,3,1,0.8,3.6
Q,K,SB,flop,fold,0,2,1,0.46559999999999996,0.9311999999999999
Q,None,BB,preflop,call,2,3,1,0.5,1.5
K,K,SB,flop,raise,3,6,1,0.8400000000000001,7.080000000000001
Q,K,BB,flop,fold,0,9,1,0.46559999999999996,4.1903999999999995
J,Q,SB,flop,fold,0,5,0,0.388,1.94
J,None,BB,preflop,call,1,3,0,0.45,1.25
Q,Q,SB,flop,raise,2,5,1,0.8400000000000001,5.5600000000000005
J,Q,BB,flop,raise,2,7,1,0.42000000000000004,2.62
K,None,BB,preflop,raise,2,2,1,0.5775000000000001,1.4650000000000007
Q,None,BB,preflop,check,0,3,0,0.5,1.5
K,K,BB,flop,raise,2,8,1,0.8400000000000001,8.08
K,None,SB,preflop,raise,4,3,0,0.5775000000000001,2.352500000000001
J,None,BB,preflop,check,0,3,0,0.45,1.35
J,J,SB,flop,raise,2,5,0,0.8400000000000001,5.5600000000000005
K,J,BB,flop,check,0,5,1,0.62,3.1
Q,K,BB,flop,call,2,6,1,0.48,2.8
Q,J,SB,flop,fold,0,6,0,0.5044,3.0263999999999998
K,None,BB,preflop,fold,0,3,0,0.5335,1.6004999999999998
J,None,SB,preflop,check,0,6,1,0.45,2.7
J,Q,SB,flop,call,2,6,0,0.4,2.0
J,None,BB,preflop,raise,1,5,0,0.47250000000000003,2.3075
J,None,SB,preflop,call,2,5,0,0.45,2.05
K,None,SB,preflop,check,0,8,1,0.55,4.4
J,None,BB,preflop,check,0,9,0,0.45,4.05
K,K,BB,flop,call,2,3,1,0.8,3.6
Q,None,SB,preflop,raise,2,9,1,0.525,4.825
K,None,BB,preflop,raise,2,2,0,0.5775000000000001,1.4650000000000007
Q,None,SB,preflop,check,0,4,1,0.5,2.0
J,None,BB,preflop,call,1,5,0,0.45,2.1500000000000004
J,None,SB,preflop,raise,2,9,0,0.47250000000000003,4.142500000000001
Q,J,BB,flop,raise,1,2,1,0.546,1.1840000000000002
K,None,BB,preflop,check,0,2,1,0.55,1.1
K,None,BB,preflop,raise,3,5,1,0.5775000000000001,3.3525000000000014
J,None,SB,preflop,call,2,3,1,0.45,1.15
K,Q,BB,flop,raise,4,9,0,0.63,6.709999999999999
K,J,BB,flop,fold,0,5,1,0.6013999999999999,3.0069999999999997
K,J,BB,flop,raise,1,6,0,0.651,4.208
Q,Q,BB,flop,call,2,9,1,0.8,8.4
K,K,SB,flop,raise,3,9,1,0.8400000000000001,9.600000000000001
Q,K,SB,flop,raise,4,4,1,0.504,2.048
K,None,SB,preflop,fold,0,3,1,0.5335,1.6004999999999998
J,J,SB,flop,raise,2,3,1,0.8400000000000001,3.8800000000000003
Q,None,SB,preflop,call,2,7,1,0.5,3.5
Q,None,SB,preflop,call,1,5,1,0.5,2.5
J,K,SB,flop,check,0,5,0,0.38,1.9
J,None,SB,preflop,call,1,8,1,0.45,3.5
Q,J,BB,flop,fold,0,9,0,0.5044,4.5396
Q,Q,BB,flop,raise,2,4,1,0.8400000000000001,4.720000000000001
K,K,BB,flop,raise,1,7,0,0.8400000000000001,6.5600000000000005
Q,None,SB,preflop,fold,0,7,0,0.485,3.395
K,None,BB,preflop,check,0,7,1,0.55,3.8500000000000005
J,None,SB,preflop,raise,3,2,1,0.47250000000000003,0.7800000000000002
Q,None,BB,preflop,check,0,2,0,0.5,1.0
J,None,BB,preflop,check,0,3,0,0.45,1.35
Q,J,BB,flop,raise,4,6,0,0.546,3.644000000000001
K,None,SB,preflop,call,1,3,1,0.55,1.7500000000000002
K,None,SB,preflop,raise,3,3,0,0.5775000000000001,2.197500000000001
Q,None,BB,preflop,raise,1,6,0,0.525,3.2
J,None,SB,preflop,raise,4,8,0,0.47250000000000003,3.56
Q,None,BB,preflop,call,1,6,0,0.5,3.0
K,None,BB,preflop,call,2,8,0,0.55,4.6
K,J,BB,flop,fold,0,2,1,0.6013999999999999,1.2027999999999999
Q,J,BB,flop,call,1,7,1,0.52,3.68
J,None,BB,preflop,call,1,4,0,0.45,1.7
Q,Q,SB,flop,raise,2,5,1,0.8400000000000001,5.5600000000000005
J,None,BB,preflop,call,1,7,0,0.45,3.05
K,None,SB,preflop,raise,3,4,1,0.5775000000000001,2.775000000000001
Q,None,SB,preflop,check,0,2,1,0.5,1.0
Q,None,SB,preflop,check,0,3,0,0.5,1.5
K,J,BB,flop,raise,4,9,0,0.651,7.067000000000001
Q,None,BB,preflop,fold,0,9,1,0.485,4.365
Q,None,SB,preflop,raise,3,8,1,0.525,4.3500000000000005
K,J,BB,flop,call,1,7,1,0.62,4.58
Q,None,SB,preflop,raise,4,7,0,0.525,3.8750000000000004
J,J,SB,flop,raise,4,2,1,0.8400000000000001,4.400000000000001
K,None,BB,preflop,fold,0,2,1,0.5335,1.067
Q,None,SB,preflop,raise,4,4,0,0.525,2.3000000000000003
Q,None,SB,preflop,fold,0,3,0,0.485,1.455
J,None,BB,preflop,raise,3,4,1,0.47250000000000003,1.725
J,K,SB,flop,raise,3,7,0,0.399,2.1870000000000003
K,None,SB,preflop,call,1,2,0,0.55,1.2000000000000002
Q,None,SB,preflop,check,0,4,0,0.5,2.0
J,J,BB,flop,raise,2,3,1,0.8400000000000001,3.8800000000000003
J,K,BB,flop,call,1,4,1,0.38,1.2799999999999998
K,J,SB,flop,raise,1,2,0,0.651,1.604
K,None,SB,preflop,call,2,5,0,0.55,2.9500000000000006
J,None,BB,preflop,check,0,4,0,0.45,1.8
Q,None,SB,preflop,fold,0,2,0,0.485,0.97
J,None,BB,preflop,check,0,3,0,0.45,1.35
K,None,SB,preflop,raise,2,7,1,0.5775000000000001,4.352500000000002
Q,None,SB,preflop,call,1,3,0,0.5,1.5
Q,None,SB,preflop,fold,0,2,1,0.485,0.97
K,None,BB,preflop,call,1,2,1,0.55,1.2000000000000002
J,None,BB,preflop,call,1,5,1,0.45,2.1500000000000004
J,None,BB,preflop,check,0,8,0,0.45,3.6
Q,None,SB,preflop,check,0,8,1,0.5,4.0
J,None,BB,preflop,fold,0,3,0,0.4365,1.3094999999999999
Q,None,BB,preflop,call,1,7,0,0.5,3.5
J,None,BB,preflop,call,1,9,1,0.45,3.95
K,K,BB,flop,raise,3,5,1,0.8400000000000001,6.240000000000001
Q,None,BB,preflop,raise,2,3,0,0.525,1.675
K,None,SB,preflop,fold,0,7,1,0.5335,3.7344999999999997
J,Q,BB,flop,raise,3,5,1,0.42000000000000004,1.6200000000000006
J,None,BB,preflop,check,0,4,0,0.45,1.8
Q,J,SB,flop,raise,4,5,0,0.546,3.0980000000000008
Q,Q,SB,flop,call,2,4,0,0.8,4.4
J,Q,SB,flop,raise,4,5,0,0.42000000000000004,1.4600000000000004
Q,None,BB,preflop,call,2,3,1,0.5,1.5
K,None,BB,preflop,raise,2,8,1,0.5775000000000001,4.9300000000000015
K,None,SB,preflop,raise,2,8,1,0.5775000000000001,4.9300000000000015
J,None,SB,preflop,call,1,3,1,0.45,1.25
J,None,SB,preflop,raise,4,9,1,0.47250000000000003,4.032500000000001
J,None,SB,preflop,raise,1,5,1,0.47250000000000003,2.3075
Q,None,SB,preflop,raise,2,3,0,0.525,1.675
Q,K,BB,flop,raise,2,5,0,0.504,2.536
Q,K,SB,flop,raise,1,7,0,0.504,3.536
Q,None,BB,preflop,fold,0,4,1,0.485,1.94
J,None,SB,preflop,call,2,8,1,0.45,3.4
Q,None,BB,preflop,fold,0,5,1,0.485,2.425
Q,None,BB,preflop,check,0,5,1,0.5,2.5
K,None,BB,preflop,fold,0,8,0,0.5335,4.268
K,None,BB,preflop,raise,3,3,1,0.5775000000000001,2.197500000000001
J,Q,BB,flop,fold,0,8,0,0.388,3.104
K,None,BB,preflop,call,2,2,1,0.55,1.3000000000000003
Q,None,SB,preflop,call,1,7,0,0.5,3.5
Q,None,SB,preflop,call,2,5,0,0.5,2.5
Q,K,SB,flop,call,1,2,1,0.48,0.9199999999999999
J,None,BB,preflop,call,1,8,0,0.45,3.5
Q,None,BB,preflop,raise,3,5,0,0.525,2.7750000000000004
Q,J,SB,flop,call,2,9,0,0.52,4.760000000000001
K,J,BB,flop,raise,3,9,0,0.651,6.765000000000001
K,None,BB,preflop,call,1,7,0,0.55,3.95
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
J,J,SB,flop,raise,3,9,1,0.8400000000000001,9.600000000000001
K,None,BB,preflop,check,0,2,1,0.55,1.1
K,None,SB,preflop,check,0,8,0,0.55,4.4
J,Q,BB,flop,check,0,3,0,0.4,1.2000000000000002
J,None,BB,preflop,call,1,7,0,0.45,3.05
Q,None,SB,preflop,raise,2,3,0,0.525,1.675
J,J,SB,flop,check,0,3,1,0.8,2.4000000000000004
Q,None,SB,preflop,raise,4,6,1,0.525,3.35
K,None,BB,preflop,check,0,7,0,0.55,3.8500000000000005
K,Q,BB,flop,check,0,2,1,0.6,1.2
K,None,BB,preflop,raise,3,7,0,0.5775000000000001,4.507500000000002
J,None,SB,preflop,call,2,6,1,0.45,2.5
J,None,SB,preflop,call,2,6,0,0.45,2.5
J,None,SB,preflop,check,0,2,0,0.45,0.9
K,None,BB,preflop,call,2,9,0,0.55,5.15
K,None,BB,preflop,raise,3,8,1,0.5775000000000001,5.085000000000001
Q,Q,BB,flop,raise,3,8,1,0.8400000000000001,8.76
K,Q,BB,flop,check,0,8,1,0.6,4.8
Q,Q,SB,flop,raise,2,9,1,0.8400000000000001,8.92
K,J,SB,flop,fold,0,8,1,0.6013999999999999,4.8111999999999995
J,K,BB,flop,fold,0,3,0,0.3686,1.1058
J,None,SB,preflop,raise,1,3,1,0.47250000000000003,1.3625000000000003
Q,None,SB,preflop,raise,3,3,0,0.525,1.7250000000000005
K,J,SB,flop,call,2,3,1,0.62,2.34
J,None,SB,preflop,fold,0,3,1,0.4365,1.3094999999999999
Q,None,BB,preflop,call,2,8,0,0.5,4.0
K,J,SB,flop,raise,1,9,1,0.651,6.161
K,Q,BB,flop,raise,3,6,1,0.63,4.5600000000000005
J,None,SB,preflop,raise,2,2,1,0.47250000000000003,0.8350000000000002
K,None,BB,preflop,check,0,9,1,0.55,4.95
J,None,BB,preflop,check,0,4,0,0.45,1.8
J,Q,BB,flop,check,0,3,0,0.4,1.2000000000000002
J,J,SB,flop,raise,4,4,0,0.8400000000000001,6.080000000000001
K,Q,BB,flop,check,0,6,0,0.6,3.5999999999999996
J,None,SB,preflop,raise,4,9,0,0.47250000000000003,4.032500000000001
K,None,BB,preflop,call,2,7,0,0.55,4.050000000000001
Q,K,BB,flop,check,0,7,0,0.48,3.36
K,None,BB,preflop,call,1,7,1,0.55,3.95
Q,None,BB,preflop,check,0,9,1,0.5,4.5
Q,None,BB,preflop,check,0,9,1,0.5,4.5
